,AMI,ARI,Completeness,Homogeneity,V-measure
mean
average-0.7,0.48,0.41,0.63,0.79,0.7
centroid-0.65,0.53,0.32,0.65,0.63,0.64
centroid-0.7,0.48,0.41,0.63,0.79,0.7
complete-0.8,0.31,0.12,0.58,0.68,0.63
single-0.6,0.33,0.23,0.54,0.71,0.61
max
average-0.7,0.52,0.49,0.67,0.82,0.73
centroid-0.65,0.58,0.41,0.68,0.68,0.68
centroid-0.7,0.52,0.49,0.67,0.82,0.73
complete-0.8,0.36,0.2,0.61,0.74,0.67
single-0.6,0.38,0.3,0.58,0.74,0.65
min
average-0.7,0.44,0.32,0.6,0.75,0.66
centroid-0.65,0.46,0.23,0.59,0.57,0.58
centroid-0.7,0.44,0.32,0.6,0.75,0.66
complete-0.8,0.26,0.07,0.56,0.62,0.59
single-0.6,0.3,0.19,0.51,0.68,0.59
std
average-0.7,0.03,0.06,0.03,0.02,0.03
centroid-0.65,0.04,0.07,0.03,0.04,0.04
centroid-0.7,0.03,0.06,0.03,0.02,0.03
complete-0.8,0.04,0.05,0.02,0.05,0.03
single-0.6,0.03,0.04,0.02,0.02,0.02
test finished in 325.91 seconds
