,AMI,ARI,Completeness,Homogeneity,V-measure
mean
average-0.7,0.58,0.43,0.67,0.7,0.69
centroid-0.7,0.58,0.43,0.67,0.7,0.69
complete-0.85,0.29,0.29,0.59,0.94,0.72
single-0.55,0.38,0.23,0.52,0.58,0.55
max
average-0.7,0.63,0.52,0.69,0.73,0.71
centroid-0.7,0.63,0.52,0.69,0.73,0.71
complete-0.85,0.32,0.33,0.6,0.97,0.74
single-0.55,0.4,0.26,0.54,0.6,0.57
min
average-0.7,0.56,0.38,0.66,0.66,0.66
centroid-0.7,0.56,0.38,0.66,0.66,0.66
complete-0.85,0.27,0.24,0.58,0.91,0.71
single-0.55,0.36,0.21,0.51,0.55,0.53
std
average-0.7,0.02,0.05,0.01,0.02,0.02
centroid-0.7,0.02,0.05,0.01,0.02,0.02
complete-0.85,0.02,0.03,0.01,0.02,0.01
single-0.55,0.01,0.02,0.01,0.02,0.01
test finished in 279.82 seconds
