,AMI,ARI,Completeness,Homogeneity,V-measure
mean
0.30,0.1,0.04,0.39,0.12,0.18
0.35,0.18,0.08,0.42,0.21,0.28
0.40,0.26,0.13,0.46,0.32,0.38
0.45,0.32,0.16,0.49,0.4,0.44
0.50,0.37,0.2,0.5,0.49,0.49
0.55,0.37,0.22,0.52,0.57,0.54
0.60,0.34,0.23,0.52,0.65,0.58
0.65,0.32,0.21,0.54,0.73,0.62
0.70,0.3,0.18,0.55,0.81,0.65
max
0.30,0.13,0.05,0.5,0.15,0.23
0.35,0.21,0.1,0.45,0.25,0.31
0.40,0.29,0.15,0.49,0.35,0.4
0.45,0.35,0.19,0.51,0.43,0.46
0.50,0.39,0.23,0.53,0.5,0.5
0.55,0.4,0.26,0.54,0.58,0.55
0.60,0.37,0.25,0.54,0.66,0.59
0.65,0.34,0.24,0.55,0.73,0.63
0.70,0.33,0.23,0.57,0.82,0.67
min
0.30,0.07,0.02,0.31,0.08,0.13
0.35,0.13,0.05,0.39,0.16,0.23
0.40,0.23,0.09,0.43,0.29,0.35
0.45,0.29,0.13,0.46,0.37,0.42
0.50,0.35,0.18,0.48,0.48,0.48
0.55,0.35,0.2,0.5,0.55,0.53
0.60,0.32,0.2,0.5,0.63,0.56
0.65,0.31,0.19,0.53,0.72,0.61
0.70,0.28,0.16,0.54,0.8,0.64
std
0.30,0.02,0.01,0.06,0.02,0.03
0.35,0.02,0.02,0.02,0.03,0.03
0.40,0.02,0.02,0.02,0.02,0.02
0.45,0.02,0.02,0.01,0.02,0.02
0.50,0.01,0.02,0.01,0.01,0.01
0.55,0.01,0.02,0.01,0.01,0.01
0.60,0.02,0.02,0.01,0.01,0.01
0.65,0.01,0.02,0.01,0.0,0.01
0.70,0.01,0.02,0.01,0.01,0.01
test finished in 736.65 seconds
