,AMI,ARI,Completeness,Homogeneity,V-measure
mean
average-0.75,0.46,0.36,0.62,0.75,0.68
centroid-0.75,0.46,0.36,0.62,0.75,0.68
complete-0.85,0.27,0.2,0.57,0.84,0.68
single-0.55,0.34,0.17,0.48,0.48,0.48
max
average-0.75,0.5,0.42,0.63,0.76,0.69
centroid-0.75,0.5,0.42,0.63,0.76,0.69
complete-0.85,0.3,0.29,0.59,0.9,0.72
single-0.55,0.37,0.25,0.51,0.52,0.51
min
average-0.75,0.44,0.29,0.6,0.72,0.66
centroid-0.75,0.44,0.29,0.6,0.72,0.66
complete-0.85,0.25,0.16,0.56,0.8,0.66
single-0.55,0.32,0.13,0.46,0.46,0.46
std
average-0.75,0.02,0.05,0.01,0.01,0.01
centroid-0.75,0.02,0.05,0.01,0.01,0.01
complete-0.85,0.02,0.05,0.01,0.03,0.02
single-0.55,0.02,0.04,0.02,0.02,0.02
test finished in 404.04 seconds
