,AMI,ARI,Completeness,Homogeneity,V-measure
mean
average-0.7,0.49,0.42,0.64,0.77,0.7
centroid-0.7,0.49,0.42,0.64,0.77,0.7
complete-0.8,0.3,0.19,0.58,0.78,0.66
single-0.55,0.35,0.22,0.51,0.58,0.54
max
average-0.7,0.53,0.47,0.67,0.81,0.73
centroid-0.7,0.53,0.47,0.67,0.81,0.73
complete-0.8,0.33,0.3,0.6,0.89,0.72
single-0.55,0.4,0.28,0.53,0.61,0.57
min
average-0.7,0.47,0.33,0.61,0.75,0.67
centroid-0.7,0.47,0.33,0.61,0.75,0.67
complete-0.8,0.27,0.09,0.57,0.68,0.62
single-0.55,0.32,0.18,0.49,0.56,0.52
std
average-0.7,0.02,0.05,0.02,0.02,0.02
centroid-0.7,0.02,0.05,0.02,0.02,0.02
complete-0.8,0.02,0.08,0.01,0.07,0.03
single-0.55,0.03,0.03,0.02,0.02,0.02
test finished in 351.33 seconds
