,AMI,ARI,Completeness,Homogeneity,V-measure
mean
0.30,0.07,0.02,0.31,0.09,0.13
0.35,0.14,0.06,0.39,0.18,0.24
0.40,0.22,0.11,0.43,0.28,0.34
0.45,0.29,0.16,0.46,0.38,0.41
0.50,0.34,0.18,0.49,0.46,0.47
0.55,0.35,0.21,0.51,0.56,0.53
0.60,0.34,0.23,0.52,0.64,0.57
0.65,0.33,0.22,0.54,0.72,0.62
0.70,0.3,0.19,0.55,0.81,0.66
max
0.30,0.1,0.03,0.39,0.13,0.19
0.35,0.16,0.07,0.42,0.2,0.27
0.40,0.25,0.14,0.48,0.31,0.37
0.45,0.3,0.18,0.47,0.4,0.43
0.50,0.37,0.22,0.5,0.49,0.5
0.55,0.37,0.24,0.52,0.59,0.55
0.60,0.35,0.26,0.53,0.66,0.59
0.65,0.36,0.26,0.56,0.76,0.65
0.70,0.33,0.22,0.57,0.84,0.68
min
0.30,0.02,0.01,0.25,0.03,0.05
0.35,0.1,0.04,0.32,0.14,0.19
0.40,0.21,0.08,0.4,0.27,0.32
0.45,0.28,0.14,0.43,0.37,0.4
0.50,0.33,0.16,0.47,0.44,0.46
0.55,0.33,0.19,0.49,0.52,0.51
0.60,0.32,0.19,0.51,0.63,0.56
0.65,0.31,0.19,0.53,0.7,0.6
0.70,0.29,0.17,0.54,0.79,0.64
std
0.30,0.02,0.01,0.04,0.03,0.04
0.35,0.02,0.01,0.03,0.02,0.03
0.40,0.02,0.02,0.03,0.01,0.02
0.45,0.01,0.01,0.01,0.01,0.01
0.50,0.01,0.02,0.01,0.02,0.01
0.55,0.01,0.02,0.01,0.02,0.01
0.60,0.01,0.03,0.01,0.01,0.01
0.65,0.02,0.03,0.01,0.02,0.02
0.70,0.01,0.02,0.01,0.02,0.01
test finished in 751.28 seconds
