,AMI,ARI,Completeness,Homogeneity,V-measure
mean
average-0.65,0.35,0.33,0.72,0.85,0.78
centroid-0.65,0.35,0.33,0.72,0.85,0.78
complete-0.8,0.06,0.06,0.66,0.99,0.79
single-0.55,0.29,0.22,0.67,0.73,0.7
max
average-0.65,0.4,0.38,0.73,0.86,0.79
centroid-0.65,0.4,0.38,0.73,0.86,0.79
complete-0.8,0.1,0.12,0.68,1.0,0.81
single-0.55,0.32,0.25,0.68,0.74,0.7
min
average-0.65,0.28,0.24,0.7,0.83,0.77
centroid-0.65,0.28,0.24,0.7,0.83,0.77
complete-0.8,0.02,0.02,0.65,0.98,0.79
single-0.55,0.24,0.18,0.66,0.72,0.69
std
average-0.65,0.04,0.05,0.01,0.01,0.01
centroid-0.65,0.04,0.05,0.01,0.01,0.01
complete-0.8,0.03,0.03,0.01,0.01,0.01
single-0.55,0.03,0.03,0.01,0.01,0.0
test finished in 353.77 seconds
