,completeness,homogeneity,mutual_info,rand,v_measure
mean
0.40,0.87,0.13,0.13,0.04,0.22
0.45,0.92,0.6,0.59,0.38,0.72
0.50,0.91,0.85,0.84,0.79,0.88
0.55,0.91,0.86,0.85,0.8,0.88
0.60,0.91,0.86,0.85,0.8,0.88
0.65,0.91,0.86,0.85,0.8,0.88
0.70,0.91,0.86,0.85,0.8,0.88
0.75,0.91,0.86,0.85,0.8,0.88
max
0.40,0.98,0.32,0.31,0.16,0.48
0.45,0.94,0.72,0.71,0.58,0.82
0.50,0.94,0.9,0.9,0.9,0.92
0.55,0.94,0.91,0.9,0.9,0.92
0.60,0.94,0.91,0.9,0.9,0.92
0.65,0.94,0.91,0.9,0.9,0.92
0.70,0.94,0.91,0.9,0.9,0.92
0.75,0.94,0.91,0.9,0.9,0.92
min
0.40,0.32,0.0,-0.0,0.0,0.0
0.45,0.88,0.43,0.41,0.16,0.58
0.50,0.88,0.8,0.79,0.64,0.84
0.55,0.87,0.82,0.81,0.7,0.85
0.60,0.87,0.82,0.81,0.7,0.85
0.65,0.87,0.82,0.81,0.7,0.85
0.70,0.87,0.82,0.81,0.7,0.85
0.75,0.87,0.82,0.81,0.7,0.85
std
0.40,0.11,0.08,0.08,0.04,0.12
0.45,0.01,0.05,0.05,0.08,0.04
0.50,0.01,0.02,0.02,0.05,0.01
0.55,0.01,0.02,0.02,0.04,0.01
0.60,0.01,0.02,0.02,0.04,0.01
0.65,0.01,0.02,0.02,0.04,0.01
0.70,0.01,0.02,0.02,0.04,0.01
0.75,0.01,0.02,0.02,0.04,0.01
test finished in 25243.08 seconds
