,AMI,ARI,Completeness,Homogeneity,V-measure
mean
average-0.65,0.45,0.35,0.62,0.76,0.68
centroid-0.8,0.23,0.15,0.56,0.81,0.66
complete-0.8,0.19,0.18,0.55,0.96,0.7
single-0.5,0.4,0.26,0.55,0.63,0.59
max
average-0.65,0.5,0.41,0.65,0.78,0.7
centroid-0.8,0.26,0.17,0.57,0.86,0.68
complete-0.8,0.21,0.2,0.56,0.98,0.71
single-0.5,0.43,0.3,0.58,0.66,0.62
min
average-0.65,0.42,0.3,0.59,0.74,0.66
centroid-0.8,0.21,0.11,0.54,0.75,0.63
complete-0.8,0.16,0.16,0.54,0.94,0.69
single-0.5,0.38,0.23,0.54,0.62,0.58
std
average-0.65,0.03,0.05,0.02,0.01,0.02
centroid-0.8,0.02,0.02,0.01,0.04,0.02
complete-0.8,0.02,0.01,0.01,0.01,0.01
single-0.5,0.02,0.02,0.01,0.01,0.01
test finished in 1620.63 seconds
