,completeness,homogeneity,mutual_info,rand,v_measure
mean
0.40,0.74,0.03,0.03,0.0,0.06
0.45,0.92,0.53,0.51,0.3,0.67
0.50,0.92,0.83,0.82,0.75,0.87
0.55,0.91,0.85,0.85,0.79,0.88
0.60,0.91,0.85,0.85,0.79,0.88
0.65,0.91,0.85,0.85,0.79,0.88
0.70,0.91,0.85,0.85,0.79,0.88
0.75,0.91,0.85,0.85,0.79,0.88
max
0.40,1.0,0.17,0.16,0.06,0.28
0.45,0.95,0.62,0.61,0.45,0.74
0.50,0.95,0.89,0.88,0.86,0.91
0.55,0.95,0.9,0.89,0.87,0.92
0.60,0.95,0.9,0.89,0.87,0.92
0.65,0.95,0.9,0.89,0.87,0.92
0.70,0.95,0.9,0.89,0.87,0.92
0.75,0.95,0.9,0.89,0.87,0.92
min
0.40,0.28,0.0,0.0,0.0,0.0
0.45,0.88,0.4,0.39,0.16,0.56
0.50,0.88,0.76,0.75,0.59,0.83
0.55,0.88,0.81,0.8,0.64,0.85
0.60,0.88,0.81,0.8,0.64,0.85
0.65,0.88,0.81,0.8,0.64,0.85
0.70,0.88,0.81,0.8,0.64,0.85
0.75,0.88,0.81,0.8,0.64,0.85
std
0.40,0.22,0.04,0.04,0.01,0.07
0.45,0.01,0.05,0.05,0.06,0.04
0.50,0.01,0.02,0.03,0.05,0.02
0.55,0.01,0.02,0.02,0.05,0.01
0.60,0.01,0.02,0.02,0.05,0.01
0.65,0.01,0.02,0.02,0.05,0.01
0.70,0.01,0.02,0.02,0.05,0.01
0.75,0.01,0.02,0.02,0.05,0.01
test finished in 25570.46 seconds
