,AMI,ARI,Completeness,Homogeneity,V-measure
mean
average-0.75,0.5,0.42,0.64,0.79,0.71
centroid-0.75,0.5,0.42,0.64,0.79,0.71
complete-0.85,0.3,0.2,0.59,0.81,0.68
single-0.6,0.37,0.23,0.53,0.62,0.57
max
average-0.75,0.53,0.48,0.66,0.82,0.73
centroid-0.75,0.53,0.48,0.66,0.82,0.73
complete-0.85,0.32,0.3,0.61,0.9,0.72
single-0.6,0.4,0.27,0.55,0.66,0.6
min
average-0.75,0.46,0.33,0.62,0.77,0.69
centroid-0.75,0.46,0.33,0.62,0.77,0.69
complete-0.85,0.26,0.09,0.56,0.71,0.63
single-0.6,0.34,0.2,0.51,0.59,0.56
std
average-0.75,0.02,0.05,0.01,0.02,0.01
centroid-0.75,0.02,0.05,0.01,0.02,0.01
complete-0.85,0.02,0.07,0.02,0.06,0.03
single-0.6,0.02,0.03,0.01,0.02,0.02
test finished in 200.05 seconds
